age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,income
44,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1.0
32,State-gov,304212,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,0.0
45,Private,115187,Assoc-voc,11,Divorced,Machine-op-inspct,Own-child,White,Female,40,United-States,0.0
47,Private,198223,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.0
19,Private,243373,12th,8,Never-married,Sales,Other-relative,White,Male,40,United-States,0.0
34,Private,289984,HS-grad,9,Divorced,Priv-house-serv,Unmarried,Black,Female,30,United-States,0.0
41,Private,338740,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
22,Private,197613,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,30,United-States,0.0
53,Self-emp-not-inc,35295,Bachelors,13,Never-married,Sales,Unmarried,White,Male,60,United-States,1.0
38,Private,225707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Cuba,1.0
44,Private,183342,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
37,Private,227545,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,1.0
46,Private,109209,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1.0
59,Self-emp-not-inc,81107,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,80,United-States,1.0
30,Private,162442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,United-States,1.0
31,Private,163003,Assoc-acdm,12,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,40,Philippines,0.0
44,Private,144067,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,12,?,0.0
37,Private,22245,Some-college,10,Divorced,Sales,Not-in-family,White,Male,40,Outlying-US(Guam-USVI-etc),0.0
41,Local-gov,174491,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,40,United-States,0.0
21,Private,138580,12th,8,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,0.0
46,Private,64563,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,1.0
23,Private,520759,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,30,United-States,0.0
34,State-gov,173266,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
53,Local-gov,179237,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.0
48,Private,149337,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,1.0
50,Private,178596,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,50,United-States,0.0
36,Private,188888,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,0.0
34,Private,118605,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,United-States,0.0
19,?,180395,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,36,United-States,0.0
38,Private,219757,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0.0
60,Private,202226,Some-college,10,Divorced,Craft-repair,Own-child,White,Male,44,United-States,1.0
34,Private,152246,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,52,United-States,0.0
48,Private,190072,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1.0
36,Private,113481,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0
42,Federal-gov,214838,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,30,United-States,1.0
35,Federal-gov,61518,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0.0
29,State-gov,198493,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,1.0
64,Private,148606,10th,6,Separated,Other-service,Not-in-family,White,Female,35,United-States,0.0
33,Private,311194,11th,7,Never-married,Sales,Unmarried,Black,Female,17,United-States,0.0
60,Self-emp-inc,226355,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,70,?,1.0
39,Private,258276,Bachelors,13,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,40,?,0.0
56,?,32604,Some-college,10,Never-married,?,Not-in-family,Black,Female,40,United-States,0.0
29,Private,48895,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,0.0
46,Self-emp-not-inc,131091,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
20,Private,107658,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,10,United-States,0.0
29,Private,103111,HS-grad,9,Never-married,Other-service,Own-child,White,Male,30,Canada,0.0
36,Private,172104,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Other,Male,40,India,1.0
56,Private,266091,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,52,Cuba,0.0
43,Private,227065,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,1.0
47,Local-gov,250745,HS-grad,9,Divorced,Other-service,Own-child,White,Female,32,United-States,0.0
45,Private,339863,Bachelors,13,Divorced,Sales,Not-in-family,White,Male,48,United-States,1.0
20,Private,47678,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0.0
66,Local-gov,179285,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,0.0
32,Local-gov,226296,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
38,Local-gov,202027,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
58,Self-emp-not-inc,165315,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,35,United-States,1.0
49,Local-gov,126754,HS-grad,9,Married-civ-spouse,Other-service,Other-relative,White,Male,40,Italy,0.0
77,Private,344425,9th,5,Married-civ-spouse,Priv-house-serv,Wife,Black,Female,10,United-States,0.0
31,Private,309620,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,6,South,0.0
32,Private,140092,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
36,Self-emp-not-inc,48585,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,4,United-States,0.0
67,Self-emp-inc,171564,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,30,England,1.0
20,Private,63210,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,15,United-States,0.0
58,Private,156873,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,35,United-States,0.0
32,Private,123253,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,0.0
51,Private,115025,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
59,Private,188041,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Male,40,United-States,0.0
24,Private,172941,Bachelors,13,Never-married,Prof-specialty,Unmarried,Black,Male,20,United-States,0.0
45,Private,168598,12th,8,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,1.0
33,Private,159123,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1.0
24,Private,186495,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,32,United-States,0.0
19,?,91278,Some-college,10,Never-married,?,Own-child,White,Male,25,United-States,0.0
40,Private,98466,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
53,Private,217201,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,45,United-States,1.0
39,Private,80004,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0.0
29,Private,178778,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0.0
28,Self-emp-not-inc,175710,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,?,0.0
20,Private,24008,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,0.0
37,Private,175130,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,45,United-States,0.0
47,Private,176140,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,40,United-States,1.0
52,Private,146767,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,1.0
23,Local-gov,117618,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,24,United-States,0.0
71,Private,179574,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,12,United-States,1.0
39,Private,100669,Some-college,10,Married-civ-spouse,Craft-repair,Own-child,Asian-Pac-Islander,Male,40,United-States,0.0
31,Federal-gov,101345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,0.0
62,Private,121319,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
37,State-gov,367237,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,1.0
41,State-gov,309056,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
33,State-gov,220066,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,48,United-States,1.0
30,Private,278502,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,62,United-States,0.0
33,Local-gov,237298,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0.0
42,Private,228320,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1.0
47,Self-emp-not-inc,145290,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0
24,Private,213977,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,0.0
44,Private,75742,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0.0
47,Private,34248,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
34,Private,96483,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,60,United-States,1.0
49,Private,366089,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1.0
23,?,148751,Some-college,10,Never-married,?,Not-in-family,White,Female,35,United-States,0.0
40,Private,192381,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
49,Private,199763,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,35,United-States,0.0
50,Private,124963,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1.0
37,State-gov,164898,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
24,Local-gov,252024,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,1.0
66,Private,127139,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
48,Private,125120,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,55,United-States,0.0
22,Private,136767,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,0.0
32,Federal-gov,164707,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0
25,Private,194897,HS-grad,9,Never-married,Sales,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0.0
53,?,64322,7th-8th,4,Separated,?,Not-in-family,White,Male,40,United-States,0.0
31,Private,103642,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,1.0
53,Local-gov,155314,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0
30,Private,330802,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.0
19,?,117201,Some-college,10,Never-married,?,Own-child,White,Male,22,United-States,0.0
31,Private,19302,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,38,United-States,0.0
31,Private,113364,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,20,United-States,0.0
36,Private,134367,Bachelors,13,Married-civ-spouse,Tech-support,Wife,White,Female,32,United-States,1.0
35,Private,188069,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,55,?,1.0
51,Private,234057,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,1.0
36,Private,112512,12th,8,Separated,Other-service,Unmarried,White,Female,40,Mexico,0.0
19,Private,178147,HS-grad,9,Never-married,Sales,Own-child,White,Male,35,United-States,0.0
44,Private,157765,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,0.0
33,Private,70240,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,Female,40,Philippines,0.0
53,Private,95864,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,England,1.0
28,Private,78870,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,40,United-States,1.0
32,Private,101562,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,0.0
48,Private,46677,Assoc-acdm,12,Divorced,Exec-managerial,Unmarried,White,Female,42,United-States,0.0
40,Local-gov,289403,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,?,1.0
69,?,337720,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,24,United-States,0.0
51,Private,99064,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
35,Private,287701,Assoc-acdm,12,Divorced,Craft-repair,Unmarried,White,Male,45,United-States,1.0
51,Private,194097,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,30,United-States,1.0
59,Self-emp-inc,169982,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0
53,Self-emp-inc,137815,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,1.0
20,Private,127185,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,15,United-States,0.0
44,Private,227466,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,1.0
44,Private,193755,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,1.0
27,Private,201872,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0.0
66,Self-emp-inc,179951,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0.0
52,Local-gov,278522,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,0.0
67,?,233182,HS-grad,9,Divorced,?,Not-in-family,White,Female,7,United-States,0.0
30,Private,167790,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,0.0
46,Private,360096,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0
40,Federal-gov,36885,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,0.0
51,Local-gov,43705,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,54,United-States,1.0
29,Private,175738,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,1.0
47,State-gov,29023,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,1.0
67,?,106175,Bachelors,13,Married-civ-spouse,?,Husband,White,Male,20,United-States,1.0
31,Federal-gov,103651,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,45,United-States,1.0
46,Private,200569,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,0.0
22,Private,119592,Assoc-acdm,12,Never-married,Handlers-cleaners,Not-in-family,Black,Male,40,?,1.0
46,Self-emp-not-inc,198759,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
28,Private,266070,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,0.0
42,Private,128354,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1.0
73,Private,173047,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15,United-States,0.0
38,Private,139180,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,45,United-States,1.0
31,Private,185216,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
48,Self-emp-inc,184787,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
34,Private,177675,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
19,Private,253529,12th,8,Never-married,Adm-clerical,Own-child,White,Male,9,United-States,0.0
38,Private,253716,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0.0
43,Federal-gov,269733,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
38,Private,439592,Some-college,10,Never-married,Other-service,Own-child,Black,Female,40,United-States,0.0
18,Private,208103,11th,7,Never-married,Other-service,Other-relative,White,Male,25,United-States,0.0
26,Private,236068,Some-college,10,Never-married,Sales,Other-relative,White,Female,20,United-States,0.0
34,State-gov,764638,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,47,United-States,1.0
37,Federal-gov,32528,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,England,1.0
27,?,135046,Some-college,10,Never-married,?,Unmarried,White,Female,40,United-States,0.0
25,Private,204536,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,0.0
24,Private,190015,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,0.0
41,Private,122215,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
53,Self-emp-not-inc,34973,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,United-States,0.0
40,Self-emp-not-inc,171615,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,35,United-States,1.0
40,Private,165858,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,80,United-States,1.0
55,Private,194436,9th,5,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,40,United-States,0.0
50,Local-gov,311551,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
35,Private,130540,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,1.0
58,Private,348430,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
51,Local-gov,146325,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
22,Private,266780,HS-grad,9,Never-married,Other-service,Own-child,Black,Female,24,United-States,0.0
31,Private,344200,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
59,Private,244554,11th,7,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,0.0
48,Federal-gov,50567,Some-college,10,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,40,United-States,0.0
30,Private,252646,Some-college,10,Separated,Transport-moving,Not-in-family,White,Male,20,United-States,0.0
47,Private,47247,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,0.0
24,Private,187031,Masters,14,Never-married,Sales,Unmarried,Black,Female,38,United-States,0.0
42,Private,184682,Assoc-voc,11,Divorced,Tech-support,Not-in-family,White,Female,30,United-States,0.0
67,Self-emp-inc,22313,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
32,Private,112176,Some-college,10,Divorced,Sales,Own-child,White,Male,30,United-States,0.0
46,Private,405309,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0.0
33,Local-gov,255058,Bachelors,13,Divorced,Prof-specialty,Own-child,White,Male,40,United-States,0.0
34,Private,295922,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,England,1.0
56,Private,140136,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,35,United-States,1.0
44,Private,90582,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
32,Private,364657,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
59,?,145574,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,35,United-States,1.0
37,Local-gov,397877,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1.0
46,Local-gov,180010,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,1.0
47,Local-gov,128401,Doctorate,16,Never-married,Prof-specialty,Unmarried,White,Female,40,United-States,0.0
34,Private,111567,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,1.0
46,Self-emp-inc,284799,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,0.0
41,Private,115323,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1.0
47,Private,83046,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0.0
38,Private,365307,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,32,United-States,0.0
22,Private,252355,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,27,United-States,0.0
32,Private,156464,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
50,Federal-gov,169078,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
36,Private,274809,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,50,United-States,0.0
33,Private,196385,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,37,United-States,1.0
21,?,121694,7th-8th,4,Never-married,?,Own-child,White,Male,40,United-States,0.0
25,Self-emp-not-inc,72338,HS-grad,9,Never-married,Sales,Unmarried,Asian-Pac-Islander,Female,40,United-States,0.0
48,Local-gov,216689,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0.0
26,Private,50103,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,0.0
38,Private,179668,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
46,Private,268022,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,?,1.0
38,Private,91039,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1.0
24,Private,201179,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,0.0
57,Self-emp-not-inc,65080,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,1.0
46,Private,182128,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,50,United-States,0.0
17,?,110998,Some-college,10,Never-married,?,Own-child,Asian-Pac-Islander,Female,40,Philippines,0.0
26,Private,245628,11th,7,Never-married,Handlers-cleaners,Unmarried,White,Male,20,United-States,0.0
50,?,146015,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,40,United-States,1.0
34,Private,118710,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,1.0
59,Federal-gov,293971,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
25,Local-gov,306352,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Mexico,1.0
22,Private,163519,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,25,United-States,0.0
23,Private,208826,Bachelors,13,Never-married,Exec-managerial,Unmarried,White,Female,30,United-States,0.0
44,Private,286750,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,1.0
27,Private,120126,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,75,United-States,1.0
34,Self-emp-not-inc,49707,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,United-States,0.0
75,Self-emp-not-inc,31428,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,0.0
27,Private,189565,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1.0
42,State-gov,155657,HS-grad,9,Divorced,Adm-clerical,Not-in-family,Black,Female,25,United-States,0.0
42,Local-gov,201495,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,72,United-States,1.0
68,Self-emp-not-inc,69249,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10,United-States,1.0
37,Private,265737,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,60,Cuba,1.0
29,Private,112847,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,32,United-States,1.0
20,Private,196745,Some-college,10,Never-married,Other-service,Own-child,White,Female,16,United-States,0.0
25,Private,308144,Bachelors,13,Never-married,Craft-repair,Not-in-family,White,Male,40,Mexico,0.0
40,Private,110862,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1.0
57,Private,175942,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,1.0
37,Private,208391,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,1.0
53,Private,321865,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
43,Self-emp-inc,123490,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
65,Private,222810,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0.0
62,Private,244087,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,1.0
37,Local-gov,272471,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,0.0
35,Private,116369,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0.0
34,State-gov,154246,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,55,United-States,0.0
49,Private,124356,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,1.0
19,Private,355477,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,25,United-States,0.0
17,Private,329783,10th,6,Never-married,Sales,Other-relative,White,Female,10,United-States,0.0
26,Private,102460,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0.0
47,Self-emp-not-inc,117310,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,48,United-States,0.0
34,Private,30497,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1.0
34,Private,103651,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1.0
36,Self-emp-not-inc,138940,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0.0
35,Private,241306,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1.0
58,Private,366324,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,30,United-States,0.0
54,Self-emp-inc,98051,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,54,United-States,1.0
51,State-gov,136060,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,40,United-States,0.0
33,Private,124161,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,0.0
27,Private,256764,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Male,40,United-States,0.0
32,Private,270335,Bachelors,13,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,Philippines,1.0
33,Private,35378,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,45,United-States,1.0
38,Private,213716,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,30,United-States,0.0
20,Private,122215,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,52,United-States,0.0
36,Private,77820,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1.0
